,absences,failures,grade1,traveltime,studytime,famrel,freetime,goout,Dalc,Walc,health,activities,nursery,internet,romantic,school_gp,address_urban,famsize_gt3,Pstatus_togethor,sex_female,health_mjob,other_mjob,services_mjob,teacher_mjob,health_fjob,other_fjob,services_fjob,teacher_fjob,home_reason,other_reason,reputation_reason,mother_guardian,other_guardian
403,5,3,7,1,2,2,3,3,2,2,4,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
404,8,0,10,2,1,4,2,3,1,2,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
405,2,0,15,1,1,4,4,4,1,1,5,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
406,4,0,16,2,2,4,4,3,1,1,2,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
407,0,0,15,1,3,4,2,2,1,2,3,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0
408,10,0,11,2,3,5,3,3,1,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
409,6,0,14,1,4,5,5,4,1,2,5,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
410,0,0,5,1,2,5,3,1,1,1,5,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0
411,0,0,19,2,3,5,3,2,1,1,4,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
412,10,0,14,3,2,3,2,2,4,2,5,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
413,6,0,13,1,2,4,3,4,1,2,2,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
414,6,0,14,1,1,3,4,3,1,2,4,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
415,0,0,18,2,2,4,3,5,1,2,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0
416,12,1,8,1,2,3,1,2,1,1,5,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
417,13,0,13,1,1,3,1,3,4,5,4,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
418,14,1,9,4,1,5,5,4,1,1,5,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
419,0,0,7,2,1,4,4,3,1,3,5,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
420,0,2,7,2,1,3,3,2,2,2,5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
421,0,0,11,1,1,3,2,2,1,3,3,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
422,0,0,8,2,1,3,3,2,1,3,3,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
423,2,0,16,1,2,3,2,3,1,2,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
424,1,0,11,2,2,4,3,3,1,1,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
425,7,0,15,2,3,2,4,3,1,1,5,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
426,9,1,9,1,2,3,4,4,2,3,5,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
427,8,1,14,1,2,4,4,3,1,1,3,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
428,0,0,17,1,2,4,2,3,1,1,3,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
429,8,0,8,1,2,5,3,4,1,1,2,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
430,13,0,12,1,2,5,3,5,4,5,3,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
431,4,0,10,1,2,3,1,2,1,2,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
432,10,0,12,2,3,3,2,3,1,2,3,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
433,0,0,12,1,2,4,4,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
434,4,1,8,3,1,4,4,4,3,3,5,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
435,4,0,13,1,3,5,3,3,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
436,8,0,10,1,1,4,3,3,3,4,3,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
437,6,1,7,1,3,5,3,1,1,1,3,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
438,0,0,6,2,2,4,3,5,1,2,3,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
439,2,0,10,1,3,4,3,2,1,1,5,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0
440,2,0,13,2,4,4,3,2,1,1,5,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
441,8,0,10,2,1,4,1,4,5,5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
442,22,2,6,1,2,3,4,5,2,4,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
443,8,0,11,1,1,4,2,2,1,2,5,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
444,0,0,12,1,2,4,5,1,1,3,5,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
445,18,0,7,1,1,5,3,2,1,2,3,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
446,2,0,11,4,1,4,4,5,5,5,4,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
447,4,0,10,2,1,2,4,3,2,3,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
448,9,0,16,1,3,5,3,2,1,2,4,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
449,0,0,10,1,2,4,5,3,1,2,5,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
450,5,1,9,1,1,3,2,5,4,4,5,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1
451,2,0,12,1,3,4,3,2,1,1,5,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0
452,4,0,11,1,2,3,2,3,1,1,5,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
453,4,0,12,1,2,4,4,4,1,1,5,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0
454,4,0,8,2,2,5,4,4,1,1,4,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
455,2,0,13,1,2,4,4,4,1,1,3,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
456,0,0,12,1,2,3,3,3,2,3,2,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
457,4,0,11,1,2,5,2,3,1,1,2,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
458,0,0,11,1,3,4,3,3,1,2,3,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
459,9,2,4,1,2,4,4,5,1,3,3,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
460,0,0,10,2,3,4,2,2,2,2,5,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
461,2,0,10,2,2,4,1,4,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
462,4,0,9,1,2,4,3,3,2,3,2,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0
463,10,0,11,1,2,4,3,3,1,1,2,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0
464,16,0,11,1,2,3,4,5,2,4,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
465,12,0,5,1,2,2,4,3,1,2,3,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
466,4,0,9,1,1,4,4,4,2,4,5,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
467,0,0,14,1,2,5,3,3,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
468,2,2,8,1,2,3,3,4,2,4,5,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
469,2,0,13,3,2,5,3,2,1,1,4,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
470,0,0,8,1,2,5,3,2,1,1,2,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
471,0,0,18,2,4,4,2,3,3,1,5,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
472,4,0,10,4,3,4,3,2,1,2,4,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
473,0,0,17,1,2,4,5,2,1,1,5,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
474,0,0,7,2,2,5,4,5,4,5,3,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
475,22,0,9,2,1,3,2,4,1,4,3,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
476,0,0,10,1,4,4,3,3,1,2,5,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
477,0,1,7,1,3,5,4,2,1,2,5,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
478,16,1,10,2,1,2,2,3,3,4,5,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
479,4,0,15,1,3,5,3,2,1,1,5,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
480,2,0,13,3,2,2,1,1,1,1,3,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
481,0,0,14,1,2,4,3,3,2,3,2,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
482,0,0,8,2,2,5,3,3,1,2,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
483,2,0,16,1,3,5,3,3,1,1,5,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
484,0,0,13,1,2,4,4,4,2,4,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0
485,0,0,10,1,3,4,4,3,1,1,5,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
486,12,0,10,3,3,1,5,5,4,3,5,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
487,0,0,10,2,1,4,5,5,2,4,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
488,2,0,9,2,1,5,2,2,1,1,2,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
489,6,0,12,1,2,5,4,2,1,2,5,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
490,12,0,11,1,2,4,2,2,1,1,3,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
491,4,0,17,1,2,3,2,4,1,4,2,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
492,0,0,18,2,4,3,1,2,1,1,3,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0
493,0,0,11,1,3,4,3,3,1,1,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0
494,4,0,11,1,1,4,1,2,1,1,5,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
495,0,1,7,1,2,5,5,4,3,5,2,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
496,6,0,6,2,2,4,1,4,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
497,0,0,7,1,2,5,3,4,1,1,4,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0
498,2,0,8,1,2,4,3,5,1,1,5,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
499,0,0,11,2,3,5,4,5,1,4,3,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
500,2,1,7,2,1,4,4,4,1,2,5,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
501,5,0,11,2,2,5,3,3,1,2,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
502,2,0,17,2,4,5,2,2,1,1,3,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
503,0,1,10,1,2,4,5,5,4,4,5,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
504,4,0,13,2,3,2,4,3,1,1,5,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
505,2,1,8,3,1,5,5,5,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
506,2,0,12,2,2,4,3,5,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
507,4,0,10,3,1,4,4,1,3,4,5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
508,6,1,10,1,1,4,1,2,1,1,3,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0
509,0,3,6,1,1,2,3,5,2,5,4,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
510,2,0,12,1,1,5,3,3,1,1,5,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
511,2,0,10,4,3,4,4,3,1,1,5,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
512,2,0,19,1,2,4,3,3,1,1,5,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
513,2,0,15,1,2,4,3,2,1,4,5,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
514,0,1,9,2,3,4,3,1,1,1,5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
515,6,0,11,2,1,3,2,4,1,4,3,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
516,2,0,9,1,2,4,3,2,2,3,4,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
517,3,1,13,1,2,4,5,2,2,2,4,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
518,2,0,10,1,3,5,3,2,1,2,5,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
519,0,0,10,1,4,3,4,1,1,1,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
520,2,0,14,1,3,4,3,4,1,1,5,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
521,0,0,12,1,2,5,1,5,1,1,4,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
522,8,0,16,1,1,2,2,2,3,3,5,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
523,0,0,17,2,2,4,3,1,1,1,5,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
524,2,0,14,1,4,4,2,3,1,1,4,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0
525,8,0,7,1,4,5,1,2,1,1,3,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
526,0,0,8,1,1,3,2,2,1,1,5,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
527,0,0,14,1,2,5,5,1,1,1,5,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
528,0,0,10,1,2,4,3,3,1,1,5,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0
529,6,1,9,1,1,4,4,4,3,5,5,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
530,6,0,16,1,2,5,4,4,1,2,5,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
531,0,0,12,1,3,4,3,3,1,1,4,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
532,0,0,10,3,2,5,1,3,3,3,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
533,2,0,10,1,1,5,3,3,1,4,2,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
534,6,0,7,2,3,4,4,2,1,1,4,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0
535,2,2,8,3,2,5,3,4,1,1,4,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
536,6,0,6,3,2,4,3,2,1,3,5,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
537,2,0,10,2,1,5,5,5,1,3,3,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
538,0,0,18,1,1,1,4,2,2,2,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0
539,0,0,7,1,3,4,3,3,1,3,4,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
540,2,0,13,1,2,4,3,2,2,3,4,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
541,4,0,8,1,2,4,3,4,1,2,3,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
542,3,0,14,2,1,2,4,5,3,4,2,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
543,6,0,12,1,1,3,1,3,1,3,5,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
544,0,0,9,1,2,5,4,2,3,4,5,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0
545,4,0,10,2,1,5,5,5,3,4,5,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
546,0,0,8,1,1,4,4,2,2,4,5,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
547,0,0,13,1,2,5,4,3,2,1,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
548,16,1,9,1,2,5,3,1,1,1,5,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
549,0,1,14,1,2,4,4,4,1,3,5,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
550,4,1,9,3,1,3,4,5,2,4,2,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
551,0,0,10,1,3,5,4,5,2,3,5,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
552,2,1,7,2,4,3,1,2,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
553,3,0,9,1,3,4,3,3,2,2,3,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
554,7,0,12,1,3,4,4,3,1,1,5,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
555,12,0,7,2,2,4,4,4,4,5,5,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
556,4,1,9,2,1,3,2,3,1,1,2,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
557,2,0,8,2,2,4,1,3,1,3,4,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0
558,18,0,8,1,2,4,1,3,3,5,5,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
559,2,0,10,1,1,5,4,3,1,1,5,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
560,10,0,12,1,3,4,3,3,5,1,5,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
561,0,1,15,1,2,4,5,3,1,2,5,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
562,0,0,9,1,2,4,5,2,1,2,3,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0
563,8,1,8,2,1,3,3,2,2,2,5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
564,3,0,14,3,1,4,3,3,2,3,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
565,12,0,10,1,1,3,4,4,1,3,5,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
566,2,0,14,2,2,2,3,4,2,3,2,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1
567,2,0,13,2,2,4,3,2,1,1,3,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
568,0,0,14,1,2,3,2,2,1,1,3,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0
569,4,0,7,1,1,3,5,5,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
570,16,3,6,1,1,5,4,5,5,5,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
571,4,0,13,1,1,5,2,3,1,2,5,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
572,14,2,15,1,3,4,1,2,1,1,3,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1
573,0,0,11,2,1,4,4,2,1,1,5,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
574,6,0,10,1,1,5,3,4,4,4,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0
575,0,0,12,1,3,5,4,5,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
576,2,0,15,1,3,5,4,3,1,1,4,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0
577,2,0,7,1,1,3,1,3,1,4,3,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
578,2,0,12,2,2,4,3,3,1,2,5,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
579,6,1,10,1,2,3,1,2,1,1,5,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0
580,6,0,15,2,2,4,2,5,3,4,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
581,0,0,10,2,2,2,3,4,2,3,2,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1
582,8,0,8,2,1,4,4,4,2,3,4,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
583,0,0,12,1,2,5,3,3,1,1,3,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
584,0,0,7,1,1,5,5,1,1,1,3,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
585,10,0,10,2,2,4,4,5,1,2,2,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1
586,9,0,13,1,2,4,3,5,1,4,2,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
587,0,0,13,4,4,4,3,2,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
588,10,0,18,1,1,3,5,2,1,1,3,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
589,38,1,8,2,1,4,3,4,1,1,4,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
590,0,1,9,1,1,4,4,4,1,1,2,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
591,4,0,11,1,2,4,3,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
592,0,2,4,2,1,4,3,2,1,1,5,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
593,0,0,16,1,3,4,4,3,1,1,4,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
594,30,1,14,2,1,4,2,4,2,3,2,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0
595,0,0,12,2,2,4,4,3,1,2,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
596,2,0,15,1,2,4,5,1,1,3,5,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
597,0,0,12,4,1,4,5,5,2,5,5,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
598,0,0,11,2,2,5,1,3,1,1,5,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0
599,4,0,19,1,4,4,2,2,1,1,2,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
600,6,1,11,2,1,5,5,5,3,4,5,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
601,0,0,11,1,2,4,2,3,1,2,3,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
602,0,0,14,2,3,5,4,2,1,1,4,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0
603,0,1,6,2,1,4,3,2,1,3,5,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
604,0,0,13,2,2,4,4,5,1,2,2,0,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1
605,6,0,11,1,1,5,3,4,1,2,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
