,price_int
5801,0
5802,0
5803,0
5804,0
5805,0
5806,0
5807,0
5808,0
5809,0
5810,0
5811,1
5812,1
5813,0
5814,0
5815,0
5816,0
5817,1
5818,0
5819,0
5820,1
5821,0
5822,0
5823,0
5824,0
5825,0
5826,0
5827,1
5828,0
5829,1
5830,1
5831,1
5833,1
5834,1
5835,0
5836,0
5837,0
5838,1
5839,0
5840,0
5841,0
5842,0
5843,0
5844,0
5845,1
5846,1
5847,0
5848,0
5849,0
5850,1
5851,1
5852,1
5853,0
5854,0
5855,1
5856,0
5857,0
5858,0
5859,0
5860,0
5861,0
5862,0
5863,0
5864,1
5865,0
5866,0
5867,0
5868,0
5869,0
5870,0
5871,0
5872,0
5873,1
5874,0
5875,0
5876,0
5877,0
5878,1
5879,0
5880,1
5881,0
5882,0
5883,0
5884,0
5885,0
5886,1
5887,0
5888,0
5889,0
5890,0
5891,0
5892,0
5893,1
5894,0
5895,0
5896,0
5897,0
5898,0
5899,1
5900,0
5901,1
5902,1
5903,0
5904,0
5905,0
5906,1
5907,0
5908,0
5909,0
5910,0
5911,1
5912,0
5913,0
5914,1
5915,0
5916,0
5917,1
5918,0
5919,1
5920,0
5921,0
5922,1
5923,1
5924,0
5925,0
5926,1
5927,0
5928,0
5929,1
5930,0
5931,1
5932,0
5933,0
5934,1
5935,1
5936,1
5937,0
5938,0
5939,0
5940,0
5941,0
5942,1
5943,0
5944,0
5945,0
5946,0
5947,0
5948,0
5949,0
5950,0
5951,0
5952,0
5953,1
5954,1
5955,0
5956,0
5957,1
5958,1
5959,0
5960,0
5961,1
5962,1
5963,0
5964,1
5965,0
5966,0
5967,1
5968,0
5969,0
5970,0
5971,0
5972,0
5973,0
5974,1
5975,0
5976,0
5977,0
5978,0
5979,0
5980,1
5981,0
5982,0
5983,0
5984,0
5985,0
5986,0
5987,0
5988,0
5989,1
5990,1
5991,1
5992,0
5993,0
5994,0
5995,0
5996,0
5997,0
5998,0
5999,0
6000,0
6001,0
6002,0
6003,0
6004,1
6005,0
6006,0
6007,0
6008,0
6009,1
6010,0
6011,0
6012,1
6013,0
6014,0
6015,1
6016,0
6017,0
6018,0
6019,0
6020,0
6021,0
6022,0
6023,1
6024,0
6025,1
6026,0
6027,0
6028,1
6029,0
6030,1
6031,0
6032,0
6033,0
6034,1
6035,0
6036,0
6037,1
6038,0
6039,0
6040,0
6041,1
6042,0
6043,1
6044,0
6045,1
6046,0
6047,0
6048,1
6049,1
6050,0
6051,0
6052,1
6053,1
6054,0
6055,0
6056,0
6057,1
6058,0
6059,0
6060,1
6061,0
6062,0
6063,0
6064,0
6065,0
6066,0
6067,1
6068,1
6069,0
6070,1
6071,0
6072,1
6073,1
6074,0
6075,0
6076,0
6077,1
6078,0
6079,1
6080,0
6081,1
6082,0
6083,0
6084,0
6085,1
6086,0
6087,1
6088,0
6089,0
6090,1
6091,0
6092,0
6093,0
6094,0
6095,1
6096,0
6097,0
6098,1
6099,0
6100,0
6101,0
6102,0
6103,0
6104,0
6105,0
6106,1
6107,0
6108,0
6109,1
6110,0
6111,0
6112,0
6113,0
6114,0
6115,0
6116,1
6117,0
6118,0
6119,0
6120,0
6121,1
6122,0
6123,0
6124,0
6125,1
6126,0
6127,0
6128,1
6129,0
6130,1
6131,0
6132,1
6133,1
6134,0
6135,1
6136,0
6137,0
6138,0
6139,0
6140,1
6141,0
6142,0
6143,0
6144,0
6145,0
6146,0
6147,0
6148,0
6149,0
6150,0
6151,0
6152,0
6153,1
6154,0
6155,0
6156,0
6157,1
6158,0
6159,0
6160,0
6161,0
6162,0
6163,0
6164,0
6165,0
6166,0
6167,0
6168,0
6169,0
6170,0
6171,0
6172,1
6173,0
6174,0
6175,0
6176,0
6177,1
6178,1
6179,1
6180,1
6181,0
6182,0
6183,0
6184,0
6185,0
6186,1
6187,0
6188,1
6189,1
6190,0
6191,1
6192,0
6193,0
6194,0
6195,1
6196,0
6197,1
6198,0
6199,0
6200,0
6201,0
6202,0
6203,0
6204,0
6205,0
6206,0
6207,0
6208,1
6209,0
6210,0
6211,0
6212,0
6213,0
6214,1
6215,0
6216,0
6217,0
6218,0
6219,0
6220,0
6221,0
6222,1
6223,1
6224,0
6225,0
6226,0
6227,0
6228,0
6229,0
6230,0
6231,0
6232,0
6233,1
6234,1
6235,1
6236,0
6237,0
6238,0
6239,0
6240,0
6241,0
6242,0
6243,1
6244,0
6245,0
6246,0
6247,0
6248,0
6249,0
6250,0
6251,0
6252,1
6253,0
6254,0
6255,0
6256,0
6257,0
6258,1
6259,1
6260,0
6261,1
6262,1
6263,0
6264,0
6265,0
6266,0
6267,0
6268,0
6269,1
6270,0
6271,0
6272,0
6273,0
6274,0
6275,0
6276,0
6277,0
6278,0
6279,1
6280,1
6281,1
6282,0
6283,1
6284,0
6285,1
6286,0
6287,1
6288,0
6289,0
6290,0
6291,0
6292,0
6293,0
6294,0
6295,0
6296,0
6297,1
6298,0
6299,0
6300,0
6301,0
6302,0
6303,0
6304,1
6305,0
6306,0
6307,1
6308,1
6309,1
6310,0
6311,0
6312,0
6313,0
6314,1
6315,0
6316,0
6317,1
6318,0
6319,0
6320,0
6321,0
6322,0
6323,0
6324,0
6325,0
6326,0
6327,1
6328,0
6329,0
6330,0
6331,0
6332,0
6333,0
6334,0
6335,1
6336,0
6337,0
6338,1
6339,0
6340,0
6341,0
6342,0
6343,0
6344,0
6345,0
6346,0
6347,1
6348,0
6349,0
6350,0
6351,0
6352,0
6353,0
6354,0
6355,1
6356,0
6357,0
6358,0
6359,1
6360,1
6361,1
6362,0
6363,0
6364,0
6365,0
6366,1
6367,0
6368,0
6369,0
6370,0
6371,1
6372,1
6373,0
6374,0
6375,0
6376,1
6377,1
6378,0
6379,0
6380,0
6381,1
6382,0
6383,1
6384,0
6385,1
6386,0
6387,0
6388,0
6389,0
6390,1
6391,0
6392,1
6393,0
6394,0
6395,0
6396,0
6397,0
6398,1
6399,0
6400,0
6401,0
6402,1
6403,0
6404,0
6405,0
6406,0
6407,0
6408,0
6409,1
6410,0
6411,0
6412,1
6413,0
6414,0
6415,0
6416,0
6417,1
6418,1
6419,0
6420,0
6421,1
6422,1
6423,0
6424,0
6425,0
6426,0
6427,1
6428,1
6429,0
6430,1
6431,0
6432,0
6433,0
6434,0
6435,1
6436,0
6437,0
6438,0
6439,0
6440,0
6441,0
6442,0
6443,0
6444,0
6445,0
6446,0
6447,0
6448,0
6449,1
6450,0
6451,0
6452,0
6453,1
6454,0
6455,0
6456,1
6457,1
6458,1
6459,0
6460,0
6461,0
6462,0
6463,0
6464,1
6465,1
6466,0
6467,1
6468,0
6469,0
6470,0
6471,1
6472,0
6473,0
6474,1
6475,1
6476,1
6477,1
6478,0
6479,0
6480,0
6481,0
6482,0
6483,0
6484,0
6485,1
6486,0
6487,0
6488,0
6489,0
6490,0
6491,0
6492,0
6493,0
6494,0
6495,1
6496,0
6497,0
6498,0
6499,1
6500,1
6501,1
6502,0
6503,0
6504,1
6505,0
6506,0
6507,1
6508,1
6509,0
6510,1
6511,1
6512,1
6513,0
6514,1
6515,0
6516,0
6517,0
6518,1
6519,0
6520,1
6521,0
6522,0
6523,0
6524,0
6525,0
6526,0
6527,0
6528,0
6529,0
6530,1
6531,0
6532,0
6533,0
6534,0
6535,1
6536,0
6537,0
6538,0
6539,0
6540,0
6541,0
6542,0
6543,0
6544,0
6545,1
6546,1
6547,0
6548,0
6549,0
6550,0
6551,0
6552,0
6553,0
6554,0
6555,0
6556,0
6557,0
6558,1
6559,0
6560,0
6561,1
6562,0
6563,0
6564,0
6565,0
6566,1
6567,0
6568,0
6569,0
6570,0
6571,0
6572,0
6573,0
6574,0
6575,0
6576,0
6577,1
6578,0
6579,0
6580,0
6581,0
6582,0
6583,1
6584,0
6585,0
6586,0
6587,1
6588,0
6589,0
6590,1
6591,0
6592,1
6593,1
6594,0
6595,0
6596,1
6597,0
6598,0
6599,0
6600,0
6601,0
6602,1
6603,1
6604,0
6605,0
6606,0
6607,1
6608,1
6609,1
6610,0
6611,0
6612,0
6613,0
6614,0
6615,0
6616,0
6617,1
6618,0
6619,0
6620,0
6621,0
6622,0
6623,0
6624,0
6625,0
6626,0
6627,0
6628,1
6629,0
6630,0
6631,0
6632,0
6633,1
6634,0
6635,0
6636,1
6637,0
6638,1
6639,0
6640,0
6641,0
6642,0
6643,0
6644,0
6645,0
6646,0
6647,0
6648,0
6649,1
6650,0
6651,0
6652,0
6653,0
6654,0
6655,0
6656,0
6657,0
6658,0
6659,1
6660,0
6661,0
6662,0
6663,0
6664,0
6665,0
6666,0
6667,1
6668,0
6669,0
6670,1
6671,1
6672,1
6673,0
6674,0
6675,0
6676,0
6677,0
6678,1
6679,1
6680,0
6681,0
6682,0
6683,0
6684,0
6685,0
6686,0
6687,0
6688,1
6689,0
6690,0
6691,1
6692,0
6693,0
6694,0
6695,0
6696,0
6697,1
6698,0
6699,0
6700,0
6701,0
6702,0
6703,0
6704,0
6705,1
6706,0
6707,0
6708,0
6709,0
6710,0
6711,1
6712,0
6713,0
6714,1
6715,0
6716,0
6717,0
6718,1
6719,0
6720,0
6721,1
6722,1
6723,0
6724,0
6725,1
6726,0
6727,0
6728,0
6729,0
6730,0
6731,0
6732,1
6733,0
6734,0
6735,1
6736,1
6737,0
6738,1
6739,0
6740,1
6741,0
6742,0
6743,0
6744,0
6745,0
6746,0
6747,0
6748,0
6749,0
6750,0
6751,0
6752,1
6753,0
6754,1
6755,0
6756,0
6757,0
6758,0
6759,1
6760,0
6761,0
6762,1
6763,1
6764,0
6765,0
6766,0
6767,0
6768,0
6769,0
6770,1
6771,1
6772,0
6773,1
6774,0
6775,0
6776,0
6777,0
6778,1
6779,0
6780,0
6781,0
6782,0
6783,1
6784,1
6785,0
6786,0
6787,0
6788,0
6789,0
6790,0
6791,0
6792,0
6793,1
6794,1
6795,0
6796,0
6797,1
6798,0
6799,0
6800,1
6801,0
6802,0
6803,0
6804,0
6805,1
6806,0
6807,0
6808,1
6809,0
6810,0
6811,0
6812,0
6813,0
6814,0
6815,0
6816,0
6817,0
6818,0
6819,0
6820,0
6821,0
6822,0
6823,1
6824,0
6825,0
6826,0
6827,0
6828,1
6829,0
6830,0
6831,0
6832,0
6833,0
6834,0
6835,0
6836,1
6837,0
6838,0
6839,0
6840,0
6841,0
6842,1
6843,0
6844,0
6845,0
6846,1
6847,0
6848,0
6849,1
6850,0
6851,0
6852,0
6853,1
6854,0
6855,1
6856,0
6857,0
6858,0
6859,0
6860,0
6861,0
6862,1
6863,0
6864,0
6865,0
6866,1
6867,1
6868,1
6869,0
6870,0
6871,0
6872,0
6873,0
6874,1
6875,0
6876,0
6877,0
6878,0
6879,0
6880,1
6881,1
6882,0
6883,0
6884,0
6885,0
6886,0
6887,0
6888,0
6889,0
6890,0
6891,1
6892,0
6893,1
6894,0
6895,0
6896,0
6897,0
6898,0
6899,0
6900,0
6901,0
6902,0
6903,0
6904,0
6905,0
6906,0
6907,1
6908,0
6909,0
6910,0
6911,1
6912,1
6913,1
6914,1
6915,0
6916,1
6917,0
6918,0
6919,0
6920,0
6921,0
6922,0
6923,0
6924,0
6925,0
6926,0
6927,0
6928,0
6929,0
6930,1
6931,0
6932,0
6933,0
6934,0
6935,0
6936,0
6937,0
6938,0
6939,1
6940,0
6941,0
6942,0
6943,1
6944,0
6945,0
6946,1
6947,0
6948,0
6949,0
6950,0
6951,0
6952,1
6953,0
6954,0
6955,0
6956,0
6957,0
6958,0
6959,1
6960,0
6961,0
6962,1
6963,0
6964,0
6965,0
6966,0
6967,0
6968,0
6969,0
6970,1
6971,1
6972,1
6973,0
6974,0
6975,1
6976,0
6977,1
6978,0
6979,1
6980,0
6981,0
6982,1
6983,1
6984,1
6985,0
6986,0
6987,0
6988,0
6989,0
6990,0
6991,1
6992,0
6993,0
6995,0
6996,0
6997,0
6998,0
6999,0
7000,0
7001,0
7002,1
7003,0
7004,0
7005,0
7006,1
7007,0
7008,1
7009,0
7010,0
7011,1
7012,0
7013,0
7014,1
7015,0
7016,0
7017,0
7018,1
7019,0
7020,0
7021,0
7022,0
7023,1
7024,1
7025,0
7026,1
7027,0
7028,0
7029,0
7030,0
7031,0
7032,0
7033,0
7034,0
7035,1
7036,0
7037,0
7038,1
7039,1
7040,0
7041,0
7042,0
7043,0
7044,1
7045,1
7046,1
7047,0
7048,0
7049,0
7050,0
7051,0
7052,1
7053,1
7054,0
7055,0
7056,0
7057,0
7058,1
7059,1
7060,0
7061,0
7062,0
7063,0
7064,1
7065,0
7066,0
7067,0
7068,1
7069,1
7070,1
7071,1
7072,0
7073,0
7074,0
7075,0
7076,1
7077,1
7078,0
7079,0
7080,0
7081,0
7082,0
7083,0
7084,0
7085,0
7086,0
7087,0
7088,0
7089,0
7090,0
7091,0
7092,0
7093,0
7094,0
7095,1
7096,0
7097,0
7098,0
7099,0
7100,1
7101,0
7102,1
7103,0
7104,0
7105,0
7106,0
7107,0
7108,0
7109,0
7110,0
7111,0
7112,0
7113,0
7114,0
7115,1
7116,1
7117,0
7118,0
7119,0
7120,0
7121,0
7122,1
7123,0
7124,0
7125,0
7126,0
7127,1
7128,0
7129,0
7130,0
7131,0
7132,1
7133,0
7134,0
7135,1
7136,0
7137,0
7138,0
7139,0
7140,0
7141,1
7142,0
7143,0
7144,0
7145,0
7146,1
7147,0
7148,1
7149,1
7150,0
7151,0
7152,0
7153,0
7154,0
7155,0
7156,0
7157,0
7158,0
7159,0
7160,0
7161,1
7162,0
7163,0
7164,0
7165,1
7166,0
7167,0
7168,1
7169,0
7170,0
7171,0
7172,1
7173,0
7174,0
7175,0
7176,0
7177,0
7178,0
7179,0
7180,1
7181,0
7182,0
7183,0
7184,0
7185,0
7186,0
7187,0
7188,1
7189,0
7190,0
7191,1
7192,0
7193,0
7194,1
7195,0
7196,1
7197,0
7198,0
7199,0
7200,1
7201,0
7202,0
7203,1
7204,0
7205,0
7206,0
7207,1
7208,0
7209,0
7210,0
7211,0
7212,0
7213,0
7214,0
7215,1
7216,0
7217,0
7218,0
7219,0
7220,0
7221,0
7222,0
7223,1
7224,0
7225,0
7226,0
7227,0
7228,0
7229,0
7230,0
7231,1
7232,0
7233,0
7234,0
7235,0
7236,1
7237,1
7238,0
7239,0
7240,0
7241,0
7242,0
7243,0
7244,0
7245,0
7246,0
7247,0
7248,0
7249,0
7250,1
7251,0
7252,1
7253,1
7254,1
7255,0
7256,1
7257,0
7258,0
7259,0
7260,1
7261,0
7262,0
7263,0
7264,0
7265,0
7266,0
7267,0
7268,0
7269,1
7270,1
7271,1
7272,1
7273,0
7274,0
7275,0
7276,1
7277,0
7278,1
7279,1
7280,1
7281,0
7282,0
7283,1
7284,0
7285,0
7286,1
7287,1
7288,0
7289,0
7290,0
7291,0
7292,0
7293,0
7294,1
7295,0
7296,0
7297,0
7298,0
7299,0
7300,0
7301,0
7302,0
7303,0
7304,0
7305,0
7306,0
7307,0
7308,1
7309,0
7310,0
7311,1
7312,0
7313,1
7314,0
7315,0
7316,0
7317,0
7318,0
7319,1
7320,0
7321,0
7322,0
7323,0
7324,0
7325,0
7326,0
7327,0
7328,0
7329,0
7330,1
7331,0
7332,0
7333,0
7334,0
7335,0
7336,0
7337,0
7338,0
7339,0
7340,0
7341,1
7342,0
7343,1
7344,1
7345,0
7346,1
7347,0
7348,0
7349,0
7350,1
7351,0
7352,0
7353,0
7354,0
7355,0
7356,1
7357,0
7358,1
7359,0
7360,1
7361,1
7362,0
7363,0
7364,1
7365,0
7366,1
7367,0
7368,1
7369,0
7370,0
7371,0
7372,0
7373,0
7374,0
7375,0
7376,0
7377,1
7378,0
7379,1
7380,1
7381,0
7382,1
7383,0
7384,0
7385,0
7386,0
7387,1
7388,0
7389,0
7390,1
7391,1
7392,0
7393,0
7394,1
7395,0
7396,0
7397,0
7398,1
7399,0
7400,0
7401,0
7402,0
7403,0
7404,1
7405,0
7406,0
7407,1
7408,0
7409,0
7410,0
7411,0
7412,0
7413,0
7414,1
7415,1
7416,0
7417,0
7418,0
7419,0
7420,0
7421,0
7422,0
7423,1
7424,0
7425,1
7426,1
7427,0
7428,1
7429,0
7430,0
7431,0
7432,1
7433,1
7434,0
7435,0
7436,1
7437,0
7438,0
7439,0
7440,1
7441,0
7442,0
7443,0
7444,0
7445,1
7446,0
7447,0
7448,0
7449,0
7450,0
7451,0
7452,0
7453,0
7454,0
7455,0
7456,0
7457,0
7458,1
7459,1
7460,0
7461,1
7462,0
7463,1
7464,1
7465,0
7466,0
7467,0
7468,0
7469,0
7470,0
7471,0
7472,1
7473,0
7474,0
7475,0
7476,1
7477,0
7478,0
7479,0
7480,0
7481,0
7482,1
7483,0
7484,0
7485,0
7486,0
7487,1
7488,0
7489,1
7490,0
7491,0
7492,0
7493,1
7494,1
7495,0
7496,0
7497,0
7498,0
7499,0
7500,0
7501,1
7502,0
7503,0
7504,0
7505,0
7506,1
7507,0
7508,1
7509,0
7510,0
7511,0
7512,0
7513,0
7514,0
7515,0
7516,1
7517,0
7518,0
7519,0
7520,0
7521,0
7522,0
7523,0
7524,0
7525,0
7526,0
7527,0
7528,0
7529,0
7530,1
7531,0
7532,0
7533,0
7534,0
7535,0
7536,1
7537,0
7538,0
7539,1
7540,0
7541,0
7542,1
7543,0
7544,0
7545,1
7546,0
7547,0
7548,0
7549,0
7550,1
7551,0
7552,0
7553,0
7554,0
7555,0
7556,0
7557,0
7558,0
7559,0
7560,1
7561,0
7562,0
7563,0
7564,1
7565,0
7566,1
7567,0
7568,0
7569,0
7570,0
7571,0
7572,0
7573,0
7574,0
7575,0
7576,0
7577,0
7578,1
7579,1
7580,1
7581,1
7582,0
7583,0
7584,0
7585,0
7586,0
7587,0
7588,0
7589,0
7590,0
7591,0
7592,0
7593,0
7594,0
7595,0
7596,0
7597,1
7598,0
7599,0
7600,0
7601,0
7602,0
7603,0
7604,0
7605,0
7606,1
7607,0
7608,1
7609,0
7610,0
7611,1
7612,0
7613,0
7614,0
7615,0
7616,1
7617,0
7618,0
7619,0
7620,0
7621,0
7622,0
7623,0
7624,0
7625,1
7626,1
7627,0
7628,1
7629,0
7630,0
7631,0
7632,0
7633,1
7634,0
7635,0
7636,0
7637,0
7638,0
7639,0
7640,0
7641,0
7642,0
7643,0
7644,1
7645,0
7646,0
7647,0
7648,0
7649,0
7650,0
7651,0
7652,1
7653,1
7654,0
7655,1
7656,1
7657,0
7658,0
7659,0
7660,0
7661,1
7662,0
7663,1
7664,0
7665,0
7666,0
7667,0
7668,1
7669,1
7670,1
7671,0
7672,0
7673,1
7674,1
7675,0
7676,1
7677,0
7678,0
7679,0
7680,0
7681,1
7682,0
7683,0
7684,0
7685,1
7686,0
7687,0
7688,0
7689,0
7690,0
7691,0
7692,0
7693,0
7694,0
7695,0
7696,1
7697,1
7698,0
7699,0
7700,1
7701,0
7702,0
7703,1
7704,0
7705,1
7706,0
7707,0
7708,0
7709,0
7710,1
7711,1
7712,1
7713,0
7714,0
7715,0
7716,0
7717,0
7718,0
7719,0
7720,1
7721,0
7722,0
7723,0
7724,1
7725,0
7726,1
7727,0
7728,0
7729,0
7730,1
7731,1
7732,0
7733,0
7734,0
7735,0
7736,0
7737,1
7738,1
7739,0
7740,1
7741,0
7742,0
7743,0
7744,0
7745,0
7746,0
7747,1
7748,0
7749,0
7750,0
7751,1
7752,0
7753,0
7754,0
7755,0
7756,0
7757,0
7758,0
7759,1
7760,0
7761,0
7762,1
7763,1
7764,0
7765,0
7766,1
7767,0
7768,0
7769,1
7770,0
7771,0
7772,0
7773,0
7774,0
7775,0
7776,0
7777,0
7778,0
7779,1
7780,0
7781,0
7782,1
7783,0
7784,0
7785,0
7786,0
7787,0
7788,0
7789,0
7790,0
7791,0
7792,0
7793,0
7794,0
7795,0
7796,1
7797,0
7798,0
7799,1
7800,0
7801,0
7802,1
7803,0
7804,0
7805,0
7806,0
7807,0
7808,1
7809,0
7810,0
7811,0
7812,0
7813,1
7814,0
7815,1
7816,1
7817,0
7818,1
7819,0
7820,0
7821,0
7822,0
7823,1
7824,0
7825,0
7826,0
7827,1
7828,0
7829,0
7830,1
7831,0
7832,0
7833,1
7834,0
7835,1
7836,0
7837,0
7838,0
7839,0
7840,0
7841,0
7842,0
7843,0
7844,1
7845,1
7846,1
7847,0
7848,0
7849,0
7850,0
7851,0
7852,0
7853,0
7854,1
7855,0
7856,1
7857,0
7858,0
7859,0
7860,1
7861,0
7862,0
7863,1
7864,0
7865,0
7866,0
7867,0
7868,1
7869,0
7870,1
7871,0
7872,1
7873,0
7874,0
7875,0
7876,0
7877,0
7878,0
7879,0
7880,0
7881,0
7882,0
7883,1
7884,0
7885,1
7886,1
7887,0
7888,0
7889,0
7890,0
7891,0
7892,0
7893,0
7894,0
7895,0
7896,0
7897,0
7898,0
7899,0
7900,0
7901,0
7902,0
7903,0
7904,0
7905,0
7906,0
7907,1
7908,0
7909,0
7910,0
7911,1
7912,0
7913,0
7914,1
7915,0
7916,0
7917,1
7918,0
7919,0
7920,0
7921,0
7922,0
7923,1
7924,0
7925,0
7926,0
7927,1
7928,0
7929,1
7930,0
7931,0
7932,1
7933,1
7934,0
7935,0
7936,0
7937,0
7938,0
7939,0
7940,1
7941,0
7942,0
7943,0
7944,1
7945,0
7946,0
7947,0
7948,0
7949,0
7950,0
7951,0
7952,0
7953,1
7954,0
7955,0
7956,0
7957,0
7958,0
7959,0
7960,0
7961,0
7962,0
7963,0
7964,0
7965,0
7966,0
7967,1
7968,0
7969,0
7970,1
7971,0
7972,0
7973,0
7974,0
7975,0
7976,0
7977,0
7978,0
7979,0
7980,1
7981,0
7982,0
7983,0
7984,0
7985,1
7986,1
7987,1
7988,0
7989,1
7990,1
7991,0
7992,0
7993,0
7994,0
7995,0
7996,0
7997,0
7998,0
7999,0
8000,0
8001,0
8002,0
8003,1
8004,0
8005,1
8006,0
8007,0
8008,0
8009,0
8010,0
8011,0
8012,0
8013,0
8014,0
8015,0
8016,0
8017,0
8018,0
8019,0
8020,0
8021,0
8022,0
8023,0
8024,0
8025,0
8026,0
8027,0
8028,1
8029,0
8030,1
8031,0
8032,0
8033,0
8034,0
8035,0
8036,0
8037,1
8038,0
8039,0
8040,0
8041,1
8042,1
8043,0
8044,0
8045,0
8046,0
8047,1
8048,0
8049,1
8050,0
8051,0
8052,0
8053,1
8054,0
8055,0
8056,0
8057,0
8058,0
8059,1
8060,1
8061,0
8062,0
8063,0
8064,0
8065,0
8066,0
8067,1
8068,1
8069,0
8070,1
8071,0
8072,0
8073,0
8074,0
8075,0
8076,0
8077,0
8078,0
8079,0
8080,0
8081,0
8082,1
8083,1
8084,1
8085,0
8086,1
8087,0
8088,0
8089,0
8090,0
8091,0
8092,1
8093,0
8094,0
8095,0
8096,0
8097,1
8098,0
8099,0
8100,0
8101,0
8102,0
8103,0
8104,0
8105,0
8106,0
8107,0
8108,0
8109,0
8110,0
8111,0
8112,0
8113,0
8114,0
8115,0
8116,0
8117,0
8118,0
8119,0
8120,0
8121,0
8122,0
8123,0
8124,0
8125,0
8126,0
8127,0
8128,0
8129,0
8130,0
8131,0
8132,0
8133,0
8134,0
8135,0
8136,1
8137,0
8138,0
8139,1
8140,0
8141,0
8142,1
8143,1
8144,0
8145,0
8146,1
8147,0
8148,1
8149,0
8150,0
8151,0
8152,1
8153,0
8154,0
8155,1
8156,0
8157,0
8158,0
8159,1
8160,0
8161,0
8162,0
8163,1
8164,0
8165,1
8166,0
8167,0
8168,0
8169,0
8170,0
8171,0
8172,1
8173,0
8174,1
8175,0
8176,0
8177,1
8178,0
8179,0
8180,0
8181,0
8182,0
8183,0
8184,0
8185,0
8186,0
8187,1
8188,0
8189,0
8190,0
8191,1
8192,0
8193,0
8194,0
8195,1
8196,1
8197,0
8198,0
8199,0
8200,0
8201,0
8202,0
8203,0
8204,0
8205,0
8206,0
8207,0
8208,0
8209,0
8210,0
8211,0
8212,0
8213,0
8214,0
8215,1
8216,0
8217,0
8218,0
8219,1
8220,0
8221,0
8222,1
8223,1
8224,1
8225,0
8226,0
8227,1
8228,0
8229,0
8230,0
8231,0
8232,0
8233,0
8234,0
8235,1
8236,0
8237,0
8238,0
8239,0
8240,0
8241,1
8242,1
8243,1
8244,1
8245,0
8246,0
8247,0
8248,0
8249,0
8250,0
8251,0
8252,0
8253,0
8254,1
8255,0
8256,0
8257,1
8258,1
8259,0
8260,0
8261,0
8262,0
8263,0
8264,0
8265,0
8266,0
8267,0
8268,0
8269,0
8270,0
8271,0
8272,0
8273,0
8274,0
8275,0
8276,0
8277,0
8278,0
8279,0
8280,0
8281,0
8282,0
8283,0
8284,0
8285,0
8286,0
8287,0
8288,1
8289,0
8290,0
8291,0
8292,0
8293,0
8294,0
8295,0
8296,0
8297,0
8298,0
8299,0
8300,0
8301,0
8302,0
8303,0
8304,0
8305,0
8306,0
8307,0
8308,0
8309,0
8310,0
8311,0
8312,0
8313,0
8314,0
8315,0
8316,1
8317,0
8318,0
8319,0
8320,1
8321,0
8322,0
8323,0
8324,0
8325,0
8326,0
8327,0
8328,1
8329,1
8330,0
8331,0
8332,0
8333,1
8334,0
8335,0
8336,0
8337,1
8338,0
8339,1
8340,0
8341,0
8342,0
8343,0
8344,0
8345,1
8346,0
8347,1
8348,0
8349,0
8350,0
8351,0
8352,0
8353,1
8354,0
8355,0
8356,0
8357,0
8358,0
8359,0
8360,0
8361,0
8362,1
8363,0
8364,0
8365,0
8366,0
8367,0
8368,0
8369,0
8370,0
8371,0
8372,0
8373,0
8374,0
8375,1
8376,0
8377,0
8378,1
8379,1
8380,0
8381,0
8382,0
8383,0
8384,0
8385,1
8386,0
8387,1
8388,0
8389,0
8390,0
8391,0
8392,1
8393,0
8394,1
8395,0
8396,0
8397,0
8398,0
8399,0
8400,0
8401,0
8402,0
8403,0
8404,0
8405,1
8406,0
8407,0
8408,1
8409,1
8410,0
8411,0
8412,0
8413,1
8414,0
8415,1
8416,0
8417,0
8418,1
8419,0
8420,0
8421,0
8422,0
8423,0
8424,1
8425,0
8426,0
8427,0
8428,0
8429,0
8430,1
8431,0
8432,0
8433,0
8434,0
8435,0
8436,0
8437,0
8438,0
8439,0
8440,0
8441,0
8442,0
8443,1
8444,0
8445,1
8446,0
8447,0
8448,0
8449,0
8450,0
8451,1
8452,0
8453,0
8454,0
8455,0
8456,0
8457,0
8458,0
8459,0
8460,0
8461,0
8462,0
8463,0
8464,0
8465,0
8466,0
8467,0
8468,0
8469,1
8470,1
8471,0
8472,0
8473,0
8474,1
8475,0
8476,0
8478,1
8479,0
8480,1
8481,0
8482,0
8483,1
8485,0
8486,0
8487,1
8488,0
8489,1
8490,0
8491,0
8492,0
8493,0
8494,0
8495,0
8496,1
8497,0
8498,0
8499,0
8500,0
8501,1
8502,0
8503,0
8504,0
8505,0
8506,0
8507,0
8508,0
8509,0
8510,0
8511,0
8512,0
8513,0
8514,0
8515,0
8516,1
8517,0
8518,0
8519,0
8520,0
8521,0
8522,0
8523,0
8524,0
8525,0
8526,0
8527,0
8528,0
8529,0
8530,0
8531,0
8532,0
8533,0
8534,1
8535,0
8536,1
8537,0
8538,1
8539,1
8540,1
8541,1
8542,0
8543,0
8544,1
8545,1
8546,0
8547,0
8548,0
8549,0
8550,0
8551,0
8552,0
8553,0
8554,0
8555,0
8556,1
8557,0
8558,0
8559,0
8560,0
8561,0
8562,0
8563,0
8564,0
8565,0
8566,0
8567,0
8568,1
8569,0
8570,0
8571,1
8572,0
8573,1
8574,0
8575,0
8576,0
8577,0
8578,0
8579,0
8580,0
8581,0
8582,0
8583,0
8584,0
8585,0
8586,1
8587,0
8588,1
8589,1
8590,0
8591,0
8592,1
8593,1
8594,0
8595,0
8596,0
8597,0
8598,0
8599,0
8600,0
8601,0
8602,0
8603,0
