session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,Employment-Sector,First Language,Fluent languages,Industry,Nationality,Sex,Student Status
612504e0fd1d386218144105,61083a43902f8b90914b17bb,APPROVED,2021-08-24 14:40:35.118000,2021-08-24 14:46:01.580000,326.462,30,7,0,100,2021-08-25 15:48:23.706000,14E92B13,United States,United States,Full-Time,Education & Training,English,"English, Spanish",Primary/Secondary (K-12) Education,United States,Female,No
61250554e2983ae4ad319ab7,5c7336a216dc79000146929b,APPROVED,2021-08-24 14:42:30.737000,2021-08-24 14:51:19.096000,528.359,33,1947,5,100,2021-08-25 15:48:23.774000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6125057b0297bfbe09b60910,611e9a245aa10e0fd14f24be,APPROVED,2021-08-24 14:43:09.210000,2021-08-24 14:51:18.246000,489.036,22,96,2,99,2021-08-25 15:48:23.835000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
612505b8401b3d9a0aea1eb5,60c5f64b3600e20785ab48e1,APPROVED,2021-08-24 14:44:15.900000,2021-08-24 14:52:45.834000,509.934,36,191,1,100,2021-08-25 15:48:23.932000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,DATA EXPIRED
612506c67da0342a4fdc87f2,610b0d5cd275ff5c145a12aa,RETURNED,2021-08-24 14:58:38.611000,,12376138.491465,28,100,0,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
6125071291592202c62d2977,5c92590a1f991d00161a6fa3,APPROVED,2021-08-24 14:50:13.781000,2021-08-24 14:55:23.474000,309.693,42,1536,4,100,2021-08-25 15:48:24.009000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,No
61250790559ec6e6539867d3,60fd65e6212b4fe59b491665,APPROVED,2021-08-24 14:52:04.728000,2021-08-24 14:58:11.994000,367.266,19,214,1,100,2021-08-25 15:48:24.074000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
612507a9c28766afe671e82f,61028ca81c75bd8c35ef8b54,APPROVED,2021-08-24 14:52:27.630000,2021-08-24 14:57:42.772000,315.142,24,179,0,100,2021-08-25 15:48:24.134000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
612508932cc224eaa3f65488,5f08f4df50389c17b32c2556,APPROVED,2021-08-24 14:56:23.861000,2021-08-24 15:04:47.790000,503.929,41,484,0,100,2021-08-25 15:48:24.199000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,No
6125089a112eb56764269b6b,5f8dc8e88567d612282c6d1d,APPROVED,2021-08-24 14:56:29.866000,2021-08-24 15:07:27.262000,657.396,47,434,3,100,2021-08-25 15:48:24.279000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
61250933d45b1dd54b87798f,60fcccc2bb686a7fbb27f46d,APPROVED,2021-08-24 14:59:27.347000,2021-08-24 15:04:26.121000,298.774,30,146,0,100,2021-08-25 15:48:24.351000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
612509d36687ea912daadad1,60ff0faac24eac1565191c33,APPROVED,2021-08-24 15:01:41.486000,2021-08-24 15:11:52.527000,611.041,26,54,0,100,2021-08-25 15:48:24.425000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
61250b26bb348d0df47960d4,60fdd586c4b9e82d6558caa6,APPROVED,2021-08-24 15:07:22.283000,2021-08-24 15:13:27.016000,364.733,37,139,1,100,2021-08-25 15:48:24.507000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
61250c3e34356808516de376,60ff101783b9d38e4e225561,APPROVED,2021-08-24 15:12:05.113000,2021-08-24 15:19:32.543000,447.43,25,172,1,100,2021-08-25 15:48:24.612000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
61250dc1b6e5db9168144182,61107a1579777f7ad911eb41,RETURNED,2021-08-24 15:18:36.597000,,12374940.676864,26,213,1,100,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
61250f087431731f5652cc4b,60fd6618f9a377f54dcdf318,APPROVED,2021-08-24 15:23:56.924000,2021-08-24 15:29:45.827000,348.903,35,98,1,100,2021-08-25 15:48:24.701000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,No
612510806a69e88effa05660,60fcd720aec8e3a2bdc414a9,APPROVED,2021-08-24 15:30:12.079000,2021-08-24 15:38:02.195000,470.116,30,305,1,100,2021-08-25 15:48:24.764000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
